hex_values,target_values
b'003c0300008c63000c3c040000ac4300003c03000094630008000038213063ffff24840000ac430000ac4500000c000000000000008fbf001c0000102103e000',mips
b'ffffeb0910a0e10820a0e1080095e5feffffeb0910a0e10820a0e1080095e5feffffeb0910a0e10820a0e1080095e5feffffeb1400a0e30810e0e301e0a0e3ff',arm
b'0383c00183f8017ef853c7050000000000000000eb43488b05000000004885c00f95c30fb6dbd3e3bf01000000e8bafeffff4889c7e878ffffff8b1500000000',x86_64
b'202074902220c020002908220d04202074c020002908220d05202074c0200029082803c020002908210000c020002908220b04202074c0200029080c12c02000',xtensa
b'ac0000033c0400638c000040ac000043ac01000324000043ac88ff0324e0ffbd27000040ac21300000000043ac213800000500032400008424000043ac1c00bf',mipsel
b'00c48c21380000000044ac000045ac000043ac0000033c4000658c0000033c1800648c0000033c1400638c000045ac000044ac000043ac0000033c1000639400',mipsel
b'2fe10000000070402de90160a0e10030a0e3000000ea013083e2020053e3fcffffdaa4309fe52c2093e5002092e5204093e5040052e10020a0b30120a0a30240',arm
b'7c0e011b0c0f600000002400000018000000000000006c00448c0c8d0b8e0a8f09460ec001024ccfcecdcc0e600000a7480000a7380000500050000dec5840f0',s390
b'003c0200008c44000c3c020000ac4400003c0400008c84000827bdffe0ac4400003c0400008c84000400003821ac4400003c0400000000302124840000ac4300',mips
b'000038a0000090c9000038c0000090e9000091090000a10a001480ea0010814a001890e9000091090000914900004cc631824800000180010014386000003821',powerpc
b'4345d9fcffffff00000001000000eb47c7050000000000000000eb25488b1d00000000488b3d00000000e850ffffff4889038b050000000083e8078905000000',x86_64
b'2c8c420000004610248d06002c000214008cc600000002140300a6302aa602000410c000022405003a8d06002c8c7100048e72002c2e31000924a5ffff3c0600',mips
b'611261101f4ad1126201e11732038d00e248d13ba0222145d112613bd11262126134a0090033d112677c65503729043dd112664926622135d1126112617a213d',sh4
b'7d098b05000000004531c083e90185c9890d00000000786c4863c18b3c848b0500000000c705000000000100000085c00f8456ffffff448b0d0000000031d28b',x86_64
b'0e0000000087c2000c1840000b0000000087c2000887c3000c240480000083001a006001f400001810000018120043102a1440001c0000000087c200081c4000',mips
b'0020386100184bfffb2d813f002c3929fff8913f002c3d200000392900008129002c2f89ffe6409cfeec3d2000003929000088690028800100447c0803a68361',powerpc
b'05000000000f2e45fc0f93c083f00184c07421f30f1045fc0f2e05000000000f93c083f00184c0740bf30f1045fcf30f2cc0eb05b8ffffff7f5dc3554889e590',x86_64
b'80930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e0',avr
b'3c0000000020404e5e4e754e5600002f02206e00084280223cffffbe3cefc01010227c8679dd5a428160100068fffe00022279000000002251538174f2b4816f',m68k
b'fffe222e000ce2a020006004302efffe4e5e4e754e56fffc202e00083d40fffe701fb0ae000c65104280302efffe222e000ce2a020006004302efffe4e5e4e75',m68k
b'032f02223900000000207900000000528823c80000000070feb0816700030242b9000000004a88662013fcffbe00000000700123c00000000013fcfffc000000',m68k
b'1480e900188148000080a90014694a0001914800008145000091470000814900042f8a000040befed08949000b3d000000a90800007d4a00d055470ffe610a00',powerpc
b'4a0020ac6a00008c4200248cca0004ac6200003c0200008c4b00208cc2000824060002ac6b0000ac660000ac6a0000ac6200008c82001c8d2a000cac6200008c',mips
b'00946700283c02000027bdffe024c5001c240a00032484003424630028afbf001cad800000ad650000ad240000ac480000ac4a0000ac470000ac400000906400',mips
b'2000b908c02000a908c020009908910000c10000c020009908910000d10000c020009908c020002802a10000c0200029080c72c0200029080c02c02000290881',xtensa
b'009093e50c7084e5feffffeb2230d4e52320d4e55c119fe5023483e12420d4e50c0041e2023883e12520d4e5023c83e1003089e51c3094e50620a0e3009093e5',arm
b'0c5084e50c6084e50c0084e50c3084e50c2084e50c3084e50c3084e50c2084e50c3084e50c3084e50c2084e50c3084e5b031d4e184209fe50c3084e50c2084e5',arm
b'242002d080d082d08120300db00000000023c0000000005281600242817002b0816cde52824a826ff220390000000023c00000000023f9000000000000000023',m68k
b'ffe10bd700e5326000e63263038809d01a62726108d42b2108d21227322212220b40090000e0264f0b0009000400000000000000000000000000000000000000',sh4
b'009908910000c02000a819910000c02000a908c02000d809a10000c02000d908921902d100009090f4c020009908c02000980ac020009908921a02b100009090',xtensa
b'd122212ad22262222110a000e31c302c30084027d77e0624d7622701721542f58f336001711541f98f00e2017301e11733f88f00e120d112621cd122211fd222',sh4
b'e52f60d1e50ee4a0e125ec8ee100e08ce53050d1e534e091e500408ce500608ce500508ce500e08ce5385091e53ce091e500508ce500e08ce540e091e54a50d1',arm
b'2402044540000062b4080062b4100062b4a275c040f6ff5fe401007f2000005d24000062b000007d240000e1b30000bd240000c3a40100df22000061a0080060',alphaev56
b'00a0030c409ce510e081e5100081e5102081e5103081e5003091e554e09fe5103081e5044091e500008ce5104081e5084091e50020a0e3104081e50c4091e500',arm
b'ea013083e2000000ea0030a0e3020053e3faffffda0030a0e3000000ea013083e2010053e3fcffffda4c309fe5083093e5033091e134309f05283093052c309f',arm
b'37e5309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0',avr
b'f07c0802a6900100144bffffd5394000003d2000009149000039200000480000205528103a3d400000394a00007d0a402e3d400000910a0000392900012f8900',powerpc
b'00053c000044ac000040ac000044ac000044ac000040ac000044ac1000a68c0000043c000046ac1000a68c0c00858c000046ac0c00888c0000043c000048ac00',mipsel
b'e11680007d88102001c8208000e00060000300003f821063ff3100000039000000f6062000c0272000b616e001b32c2018f6262000b33e601890102070921020',sparc
b'912a000038e000004800003c54e9083c7d2952145529103a3d000000390800007d08482e3d20000091090000394a000148000008394000002f8a0001409dffd0',powerpc
b'00000000017a5200017c0e011b0c0f600000002000000018000000000000005c00448d0b8e0a8f09460ec0017ecfcecd0e60000010000de55840f098a7280000',s390
b'09000039008de091090000910900003d00a6c16108cab391090000894a00199149000038a0000038c000003c600000386300004cc63182480000013860000080',powerpc
b'02c020002909c020008909c02000d909810000c020008808c0200089096cc8c020008909810000c020008909c020008909c020008909c10000d10000a1000081',xtensa
b'f0bf440000a1b00100a22805f0bf440000a1b00200a22805f0bf440000a1b00300a22805f0bf440000a1b00400a22805f0bf440000a1b00500422802f05f4400',alphaev56
b'650b42090003622d6105a00900e361e8711e8503611d615a410df11df15a00087ee36f264ff66e0b000900090000000000e62ff87ff36e4362e361c8715e11e3',sh4
b'0124a700148d6a00348ce70004afbf001c3c0c0000ac820000ac6800288c6800288d8200048c640028240252120007100aad020000ac6400288c6d00283c0200',mips
b'ad46000caca60000a10600102484000000003821000030210000181228630005000318230043001a006001f400001012004c1024a1220000aca200000c000000',mips
b'f03f440400e243a115204022f641481f04ff47a5554040eeffbfe428310041ebff1ff500009d2416001f21000004b106502543000044b00000fd240000c4b000',alphaev56
b'0000a20800a5faff160a060c0981000099088611000c09810000924800860700b08b90c09cb09a88aa889100009088a00c09c0200099081baa810000a2480081',xtensa
b'08b13f000aa13f000a7d2907342f890000419e0048a13f00087d2a0734392080007f8a4800409e0018a13f000a7d2a07343920ffff7f8a4800419e0020a13f00',powerpc
b'00403c0500002442ffffac6200403c020000ac4000383c0400008ca200348c830044ac4300001000fffc000000000000004441012e1e00000003fffffff8ffff',mips
b'0076e3b6806e1270004600c0b9000000002601e1ab67d660cc4a02660870e723c00000000042b90000000020390000000023c000000000760723c30000000042',m68k
b'50f04020813181309300002093000001968330910504f01f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8d',avr
b'000be508100be514200be510300be50c204be2060092e814404be2180094e8013093e00240a4e00300a0e10410a0e104d04be21008bde81eff2fe110082de904',arm
b'88ea0000392a00002f870000419e0010394000009949001048000000a10900062f880000409e00143900000c91090004894a00004bffffdc8109000cb0e90008',powerpc
b'209300002091000030910000309300002093000020910000309100003093000020930000909300008093000082e090e090930000809300008091000090910000',avr
b'083d2000003880000090890000916900008863000090690000806a002490690000806a002890690000a06a002c906900009189000090c90000806a0018906900',powerpc
b'a003211880002110a0000800c3a30c00c2a30800c3930c00c2930000000021106200ff00423021e8c0030400be8f0800bd270800e00300000000f8ffbd270400',mipsel
b'5d240000e1b300001022000081b0000061b000007d240000e1b30000423000007da7000083b02200e273000041b01f04ff4700405b6b0000ba2700005ea70004',alphaev56
b'64001c2463001c0004260000042603ac4400008c6500042404d0122403fffdac450000ac440000ac430000ac430000ac440000ac4300003c040000ac4300008c',mips
b'4800000838e000002f87000040bdffe438c600012f860002409dffec38a0000038c000003c600000386300004cc631824800000138600000800100147c0803a6',powerpc
b'00003c6000008108000438a0000038c0000038630000910900003d00c1676108df2d910900003900001091490000914900009149000091490000910900009109',powerpc
b'0a0062280b0082280000a1b000005d24000061b0000078a000004228000081b0000061b001007f20000061b005007f20000061b00200e273000041b085005f20',alphaev56
b'ff00e62ff87ff36e4362e361c8715e11e361f87123601c80e361c8711e521fe116321c89e361f8711c8403611c62e361c8711e5121931b6133671c4773611732',sh4
b'0c837f000c419e0178839f000c93bb0000813f0014813e00002f89000039200000913f001093bc000040be000848000001837e0000839f001c2f9b000093bf00',powerpc
b'000000000610a600251082000c00c58f1000c48f000000000618850003000010000000000800c28f0c00c38f21e8c0030400be8f0800bd270800e00300000000',mipsel
b'000039200097912a0000812c001a912a000039200001912a0000892c0001912a0000812c0002912a00003d20be376129c8bc912a000039200007912a0000812c',powerpc
b'108000d2001000900143103000a71a0001187142103000bd11d252a7c4ffd4a74a0001a74e0003a774ffb35810d226a7280001502010005820d2225820200050',s390
b'033c0000648ce0ffbd270000828c0000638c070042301c00bfaf000082ac9c5a023c8d4c4224000062ac0000023c0400438c0000043c0000023c213000002138',mipsel
b'00201040000f0000000083c300082404007f8fc2000c004410070043102a144000080000000083c300088fc2000c004310040002160000021603100000020000',mips
b'ac4300003c0300008c630004ac400000ac4300003c03d2f334638d92ac4300003c0300008c6300003c04000027bdffe0000038210000302124840000ac430000',mips
b'3c0a000027bdffe02405fff4ad480000000038213c0a00000000302124840000ac400000ac430000afbf001cac430000ad490024ac430000ac480000ac450000',mips
b'7400091244a784000aa7180001a7f40007a7180001a7f40003181417105410d0e6891000051821892000021a121825a73800008e2000201d21a71800011222a7',s390
b'00003d003c6e61083a6d91090000390000ff91090000a90a000c91090000a10a000e91090000a14a00109149000038a0000038c000003c600000386300004cc6',powerpc
b'ea50301000583010005630d1ea50301000583010005630d1ea50301000583010005630d1ea50301000583010005630d1ea50301000583010005630d1ea503010',s390
b'2d48fff4202efff0206efff4208020790000000020104a80661c203900000000538023c0000000002039000000007213b28067c860024e712d6efffcfff0102e',m68k
b'001c0000001c020000000000004b00000000410e108602430d0602460c070800001c0000003c020000000000004500000000410e108602430d0602400c070800',x86_64
b'30a0e310300be5090000ea10301be58330a0e104204be2033082e0703043e2c8209fe5b020c3e110301be5013083e210300be510301be5010053e3f2ffffdab4',arm
b'04a00900e361f8711c8403615a410df11df15a00087ee36ff66e0b000900e62ff87ff36e4362e361c8715e11e361f87123601c80e361f8711c8403611141208b',sh4
b'00000018000000000000005c00448b0d8c0c8d0b8e0a8f09460ec0017ecfcecdcccb0e605840f098a728000098bff08c07f40707000000000000000000000000',s390
b'4300003c030000946300003c08000000031c0000031c03000038210000302124840000ad05003cafbf001cac4300000c000000000000008fbf001c0000102103',mips
b'000000000000007400468b0d8c0c8d0b8e0a8f09440ec801420d0b025ecfcecdcccb0c0f600000000000002c00000ac8000000000000005c00468b0d8c0c8d0b',s390
b'2908c020002908c02000a9080c1ac02000a908a809c02000a908a819c02000a908a829c02000a908a839c02000a9089849c020009908c020002908c10000d100',xtensa
b'000000000000f22e54000010f23c54233fe0000000000000f2000422f2000018f23c54387fdffffffffffffff29d000af22e54000008600cf22e54000008f22e',m68k
b'a40000e6b7000010220000e5b70000bd240000c2a6000002a50000e4b70000c5200000e2a400005d240000e3b703009f20000062a011005f200000f6b71f04ff',alphaev56
b'002083052c20c315203094e50120a0e3040053e30010a0930110a083010053e10050a0a3015005b28cc09fe52c10d4e50c0094e500108ce5f412d4e100308ce5',arm
b'181823471800f8733897004b3800f8733900f97300007da70040fb6a010060f7000027a041046540000021a00100e143a103e1430100e17321b720482c003eb0',alphaev56
b'20802079000000002050205020104a806700014c1d7cff87ffde41eeffc22d48ffda206effc24284382eff964281122effde4aaeffda57c04400100002800000',m68k
b'c70500000000ffffffff0f1f4000ba0a0000000f1f000fb6050000000083c00180ea0188050000000075eb0fb60500000000ebdabaf2ffffffb9090000000fb7',x86_64
b'a0188538a01880a040020680000a010000000300000082106000c2084000832860188338601880a0600002800005010000008210200110800003010000008210',sparc
b'00008c64002424630024ac4400008c6a00043c0300008c630020ac4a0000ac4300003c030000ac6500303c0400002403ffff27bdffe0ac430000000038212403',mips
b'305be10338a0e12338a0e10338a0e14338a0e10300a0e104d04be20048bde81eff2fe100482de904b08de208d04de20020a0e10130a0e1b6204be1b8304be1f8',arm
b'd2000c2140000e117cffd2001221400014117cffd200182140001a117cffd2001e2140002041e80024b3c866bc33fc0003000000002039000000004879000000',m68k
b'053c0400038d1000a28ce0ffbd270000063c020063240f004230040003ad1000a2ac1c00bfaf0000000c1400c0ac0000093c0000238d0000023c1c00478c1c00',mipsel
b'28a0e1b020c3e10020a0e30370a0e102e0a0e1145093e5084093e524c093e5042083e5286083e22c8083e2040093e51b0050e31c00001a0000a0e31490a0e328',arm
b'910900009109000090c9000038c00000890a00189109000039000000910a0008a06a001a906900003c60000038630000800a001c900900009169000088ea0004',powerpc
b'000038a0000090c9000038c0000090e90000910900003900000180ea001490e90000814a00189149000091090000910900004cc6318248000001800100143860',powerpc
b'4000003c0200008c4300043c04000027bdffe03c020000000038210000302124840000ac430000afbf001c0c000000000000008fbf001c0000102103e0000827',mips
b'20002908c020003908310000c020002908c020003908310000c02000e9083803421d01c0200039087cf3c020003908c02000c908321d02c020004908c0200039',xtensa
b'50201000a728000550201000a728fff750201000a728008550201000a728000850201000a728009d502010005820d1a24330200050301000a738000043302001',s390
b'000a281092e5240092e5013043e2000090e5053023e0000081e52c0092e50420a0e30338a0e194119fe54338a0e1031021e0013042e2ff2013e2fcffff1a0010',arm
b'e5180082e810301be5013083e210300be510201be51c301be5030052e1ecffffba24301be5000053e30700000a28309fe5180093e80330e0e10320a0e10430a0',arm
b'04410008000000003c0380008fc2000c006218238fc200080043102a14400006000000008fc300088fc2000c0062102110000002000000008fc2000803c0e821',mips
b'0038e000003d00000038a0000038c0000038630000900100149149000098e80000914900004cc63182480000018001001438600000382100107c0803a64e8000',powerpc
b'000000000000017a520004781a011b0d1e0018000000180000000000000074000000004a0e10499a0249da0e000001f03f4400001d26000044b00200e1430000',alphaev56
b'4900003d20000081440000810400209149000039400002914900008144002091490000814400209149000039400002b144000481440018914900004cc6318248',powerpc
b'0008222e000c2040224120082209242efff8262efffc4e5e4e754e5600002f032f02202e0010222e001444814080674c202e0008222e000c243c800000004283',m68k
b'909300008093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e00895',avr
b'24030004ac430000ac430000ac4300003c0311f63463bcdcac430000ac430000ac4300003c0300008c630004ac430000ac400000ac400000ac400000ac400000',mips
b'780a006000ec4e8000209421fff07c0802a6900100144bffffdd3d200000894900003d2000009149000038a0000038c000003c600000386300004cc631824800',powerpc
b'0000c1b000007d24000081b000001d26000081b01104ff470000e1b300001022000041b00000e1b3000087300200d630000045a0000063282476804800007da7',alphaev56
b'ea0004810700006108cbff9107000038e50000810900002f880000419e003080c700002f860000419efff880ca000838c000587cc903a66d0813536908ee1542',powerpc
b'000000ea0020a0e3010052e3f7ffffda011081e2000051e3f9ffffda0030a0e3000000ea013083e2020053e3fcffffda10309fe50c00d3e510d08de27040bde8',arm
b'003c8ce3003030630001ace30030af20001494c5000624a5000130a5ffffa4c5000694830004246300013063ffffa4830004adcd00388d920040ad6000002442',mips
b'6330000043ac00004cac000048ac000044ac060023950000043cffff6330000043ac09000324000043ac1400838c00000000000043ac1400898c0400e88c0000',mipsel
b'808380910000992787fd9095089500d080910000992787fd90959093000080930000809100009091000090930000809300001f921f921f921f921f921f921f92',avr
b'00224f0dd00b4009000cd112620cd122210cd2226222210cd2226222210bd22262222101e222210ad400e50ad00b4000e600e0264f0b000900000000000c0000',sh4
b'837c836b8329813a818b819c81422f532f481b590b842f952f0f900f900f900f90df91cf910895cf93df9300d000d0cdb7deb79a8389837c836b8389819a812b',avr
b'fc340002820000ffff84c12002484010006004102efffe241f4e5e4e754e56fffc222e0008202e000c1d41fffe1d40fffc4a2efffc671c4240102efffe424112',m68k
b'1f93cf93df9300d000d0cdb7deb769837a838b839c8311e020e030e040e05fec69817a818b819c8100d0181604f410e081e08127882301f011e020e030e040e0',avr
b'022d03425700225702221702802223ac822217008032232100002793082217028022232602142217008032232217028022232023d28022234601002217008022',xtensa
b'2200001d2600003d25000002a30000fd26470000eb0000e8a200007da73876004b000023a00000e3b31730e0420000e8b20040fb6a1b0461473b76604b980778',alphaev56
b'c21a049fe307000000c600e000c620600007000000c600e000c620600007000000c600e000c620600007000000c600e000c6206000c420600005000000c400a0',sparc
b'74c02000a908a20b04a0a074c02000a908b20b05a10000b0b074c02000b908c020003908c0200048090c53c020004908c02000c908c02000c908c02000480dc1',xtensa
b'81c3e008010000009de3bfa082100018f227a048c237a044c207a04880a060000680001701000000c207a04880a0601f1480001301000000c217a04483286010',sparc
b'050000008345dc01837ddc027ee9c7050000000002000000e950010000c645bfffc645befd8b050000000048988b44859085c00f84fc00000048c745b0000000',x86_64
b'520004781a011b0d1e001800000018000000000000004c00000000440e10459a0249da0e000000405b6b0000ba2700005ea70004ff470000bd231000de230180',alphaev56
b'2100e173010861442100e1730300e14360002fa02100e1730100e143810761480300e14318002fa0010861440100e14301f03f440100e143a115204001f03f44',alphaev56
b'bf001c2402000210000003ac6200143c02445c24426d8cace200003c0200008c42002424040001ac440000912200018ca20028ac4000008d0800588d47000800',mips
b'bfaf2800beaf2400b3af2000b2af1c00b1af1800b0af21f0a0033000c4af3400c5af3800c6af3c00c7af0000023c6800468c6c00478c3000c48f3400c58f0000',mipsel
b'000000bed22c7648630500000000488d0440488d048500000000c74004bed22c7648630500000000488d0440488d048500000000c74008bed22c768b05000000',x86_64
b'0000000003000000c420600084103fffc420600084102048c420600084103ff8c420600084103fffc420600005000000c400a000c42060009210200094102000',sparc
b'288fc200288fc3002c004310251040001a000000008fc300203c0280001462000c000000008fc2002414400009000000008fc300282402ffff14620005000000',mips
b'00088109000890c7000081080000810800002f880000409e0010394a0001914900044200ffdc80e500003cc05031886900a03d000000808900a460c6536280a9',powerpc
b'3f0b787c6a1b787c89237890bf003cb15f0038b13f003a39204ed7b13f00143d2023656129b212913f00183920ac71b13f001c39200000913f00084800008839',powerpc
b'309de50c10a1e0910303e01c119fe508008de5031001e0060051e10600a0118000a0030910a0e1090080e0feffffebf0209fe50550e0e1020050e10000a08301',arm
b'3c6000009001001438a0000038c000003863000080e900043d2000009109000090e9000038e0fff690e9000038e0beb990e900003ce00000910a000088e70000',powerpc
b'02c666ff5100007cf6c020005805690558032b5559035803e65502465eff310000210000c020004803c020004902c020003813410000c020003902310000c020',xtensa
b'e001900d928a9501f420910000309100008cef2827309530930000209300008091000090910000a0910000b09100004091000050910000009701f040e050e000',avr
b'000000c400a000c420600005000000c400a000c420600005000000c400a000c420600084102004c4206000c4206000c4206000c410e0008528a0108538a010c4',sparc
b'47001a00e001f4000010121440000d3c0200001000000800002021284300025460fffe2442000124c6000118c0fffb00001021248400015880fffc000030213c',mips
b'0000000000008b150000000083fa0177208b15000000008b150000000083c2018915000000008b150000000083fa0176e06685db0f94c20fb6d239d37f0cc705',x86_64
b'f8711884036115410b8be361f8711c840362e361f871188403611b617f7117322689e361f8711c84036111411189e361f8711884036111410b89e361f8711c84',sh4
b'008400468e0a8f09440ec801026ccfce0e600000002000000038000000000000012c00448d0b8e0a8f09460ec00102e4cfcecd0e6000507a58301000a73e000c',s390
b'6228623b226c840c6328433b226d84284018402b20022117d6626222216152222168840c6369840c6228623b2222216a840c636b840c6228623b226c840c6328',sh4
b'c62060000300000084102002c420600003000000f800600003000000c407400080a0a0000680000988106000b728a002f40700008400bffff4068000c4274000',sparc
b'2330930000209300008fef9fef9093000080930000409100005091000050930000409300004c2f5d2f4f5f5f4f50930000409300004091000050910000509300',avr
b'005d24ffff9f20000082b00300e343000062b00100e143000022b01104ff4700001d260000102200007da700405b6b0000ba270000bd230004ff4700005ea710',alphaev56
b'010042240100632403006228fbff4014211000000000023c14004294000000000014020003140200faff1024020000161a0050000d000700128000001c00b18f',mipsel
b'0000a03c01f0e0910000f09100003183208390e080e000c0c0910000d091000081e090e01a161b0600f080e090e0288139818223932399838883809100009091',avr
b'0080a0a0011480000a8210e000c4004000c40040008400a001c4204000c400400080a0a00104bffffa01000000c400e0000300000092102000c4206000941020',sparc
b'00a728000050201000482030005420d1be50201000482030025420d1be502010005820d1b6a7480000a73800005820200050201000a7280013502010005820d1',s390
b'910000f091000080e090e09183808322e030e0203f8fef380704f080910000909100002650310900c03093000020930000e0910000f09100001e161f0604f060',avr
b'8890f10000f08811c02000890e921f008100000b999090f4c02000925f009100000c02c020009908980dd2a0ffc02000d908c020009908c02000c80c910000c0',xtensa
b'38c00000900a000090ea000038e00001916a0000908a000090ea000038e00000906a00003c60000090ea0000386300009088001481290000912a00004cc63182',powerpc
b'00000fbfd00fbe45ef89c1d3e289d00fb655ef0fafc28805000000008b458083c0018945808b458085c074bdeb01908b050000000083c0018905000000008b05',x86_64
b'5352222654522226555200e5222620d221622d6222268262222602e222261226c1611226fce112261bd111611d61122632260b4000e600e0264ff66ef66df66c',sh4
b'409eff6c80c4002c3d400000380000033960ffff90ca000038a0000080c4003090ca000080c4003490ca000038c0000080640038906a00003c60000038630000',powerpc
b'2403009f20000041b0040040a0000041b0080040a0000041b00204e1470000c3a02431804000003d24080063200000c2b0fcffc3a00000c2b0f8ff9ff4000047',alphaev56
b'f28f3360017301e11733f68f00e22ed1222107a000e113620842fc333c322ad33612017101e22731f58fece30ba000e21c300840fde7f3630c73760301711541',sh4
b'108602430d06024f0c070800001c000000bc01000000000000b200000000410e108602430d0602ad0c070800001c000000dc010000000000003b00000000410e',x86_64
b'3c0000438c0000043c0000438c0000438ce0ffbd272130000021380000000084240000023c000043ac1c00bfaf0000000c000000001c00bf8f211000000800e0',mipsel
b'00003cc0ba4b60c6a9e79169000090c90000396045e89089000088ca001b806a001580ea001c906900003c60000090a900003863000090c9000038a000009089',powerpc
b'001438630000910900003d20000080ca00043900000388aa000890a9000038a0000090e9000090e9000090e900009109000091090000910900003900003990c9',powerpc
b'0000000000005801000000430e20419a040251da0e000000000000003d24000041b01100e0c300003d2400002120040021a000009d24000024200300412c0000',alphaev56
b'000000ea0030a0e3010053e3faffffda8230a0e170109fe5b33091e1000053e30900001a0010a0e360309fe5001083e5012082e24c309fe5002083e544309fe5',arm
b'40109fe5001083e5b411d2e10118a0e14118a0e1001083e5042092e5002083e50020a0e30030a0e31c009fe5feffffeb0000a0e31040bde81eff2fe100000000',arm
b'4e56fff82f02242e00104879000000004ebaffbe42801039000000002f0830422f082f0042a743eefffa4ebaff6423eefffa0000000033eefffe000000002079',m68k
b'7a5200017c0e011b0c0f600000002000000018000000000000005400448d0b8e0a8f09460ec00176cfcecd0e600000a728000098dff09407f407070000000000',s390
b'20600084103fffc4206000052b67158410a082c4206000c4012000c420600084103fd2c420600084103fe3c4206000b0102000c0206000921020009410200011',sparc
b'1000000000017a5200017c0e011b0c0f600000002400000018000000000000005800448b0d8c0c8d0b8e0a8f09460ec00176cfcecdcccb0e6098bff08c07f407',s390
b'005ea70004ff470000bd231000de230180fa6b0000fe2f1f04ff470000fe2f00003ca0000045a0b0093042000052a401080146000093a600003cb001001f2000',alphaev56
b'9100000197909300008093000081e090e09093000080930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f',avr
b'64aa7cbe65aa83ea000cb00a00107cac64aa7cbf65aa908300004bffffb8390000003d2000006108a7ef3c6000009109000038a000009109000038c000009109',powerpc
b'2e00083d40fffe701fb0ae000c65244281322efffe70004640242e000ce4a0b0816d104280302efffe222e000ce3a820006004302efffe241f4e5e4e754e56ff',m68k
b'810000802210310000302220460500a10000910000a9098b888088019100009022108022202088751cd98739e1860200001b224600000c02a632f522a0f01df0',xtensa
b'00000001a6801fc30000000100000001a6801fc30000000100000001a6801fc300000001a639e0a2ca01a63af4c10000d10000a10000810000e008000c021df0',xtensa
b'005f20000041b082d85f24f2864220000041b006155f2422914040000041b033005f20000041b09f005f20000041b0d00e5f249c2c4220000041b000405b6b00',alphaev56
b'034000f064a748fff6431010025810d14a5830300050401000a748fffe50401000504010005840d14658404000504010005840d1425840400050401000503010',s390
b'e88418c00280a00002c807200086402000f20100008618c01b80a0000384402000841e4002c421000009000000c41120008400bfffc431200084103ff7c42e20',sparc
b'52cfcecdcccb0e60000000d05aa7580001a7380000505010000deb5840f098a728000098bff08c07f40707000000000000000000000000000000000000000007',s390
b'00082f8a0002394a0001409effe49421fff07c0802a69001001438a0000038c000003c600000386300004cc631824800000138600000800100147c0803a63821',powerpc
b'4a25bf91490000394000ff914900003d400000394a0000814a00089149000038a0000038c000003c600000386300004cc631824800000138600000800100147c',powerpc
b'206000053124c88410a0d1c420600005000000c400a000c4206000053fffe28410a390c420600005000000c408a0008528a0188538a018c420600005000000c4',sparc
b'0088ea000439000001910900003863000090e9000080ea000890e9000080ea000c90e9000080ea001090e900003ce0000038c7000080e7000090e90000a0ea00',powerpc
b'00000001000000018328a003fa00c001fa2120008200c001c2006004c22120008400a00180a0a00312bffff98328a00303000000c400600003000000c4206000',sparc
b'0000001400000018000000000000007800448c0c8d0b000010005000c000d40340003000d603100030005810d05a50c05000a73800005030100058102000a738',s390
b'00001000000000017a5200017c0e011b0c0f600000002000000018000000000000009400448d0b8e0a8f09460ec0010266cfcecd0e600020005420d07a502010',s390
b'0500000000488b0500000000488b008b00f7d883c801890500000000488b05000000008330018b3500000000488b0500000000488b15000000008b100fbfce48',x86_64
b'0a3d0b482727a402062a004827279407483737b402c626002807e612392807cc222817fc022827e612082827ec72222703ac22210000c827d22703a10000b100',xtensa
b'8fc400102884002010800035000000008fc4001030840020000050213c057fff34a5ffff000530408fc700102405ffff00e5282600a628042407ffff8fc60010',mips
b'0d90bc91a02d6d917c918e2d9f2d00d0892b01f400c081e000c085e090e09093000080930000e02ff12f808191818160918380838def9fef9093000080930000',avr
b'1083e58200a0e31eff2fe10000000008d04de20030a0e3040000ea08208de2832082e00010a0e3b41042e1013083e2000053e3f8ffffda0030a0e3050000ea01',arm
b'000000004ab900000000660260fec3b9000000002039000000001001ed081401e70ad40094011002e508900249c076014c4038032003d08091804480c0816702',m68k
b'0500000000f3ffffff89050000000031c0c7050000000003000000c705000000001b80e6c7c705000000001b80e6c7c705000000001b80e6c7c70500000000f3',x86_64
b'e0910000f09100000190f081e02d2081318182279327909300008093000080e0885f853001f48093000080910000909100009093000080930000809100009091',avr
b'0f2e05000000007607f30f1045fceb0af30f1045fcf30f5945f85dc3554889e5f30f1145fcf30f114df8f30f104df8f30f1005000000000f54c1f30f100d0000',x86_64
b'b2502010005850d0ae5820300050201000a74800005820d0aaa708ffffa7380000500010000de55840f098a728000098dff09407f40000000000000000000000',s390
b'3c0200008c43005c3c020000ac43000024030079ac43000024030064ac4300003c0300008c630058ac43000024030001ac430000100000080000182124420024',mips
b'0800000020000000080d0a060391a4ac15fffffff8fffffff8fffffff80000000100000001000000010000000000000000000000001445fffaac620024100000',mips
